CSAFP,CBSAFP,Simulation_ID,GEOIDFQ,Simulation_Name,NAMELSAD,LSAD,MEMI,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON,Sqkm,Beltline Score
338,47540,47540,310M700US47540,"Wapakoneta, OH","Wapakoneta, OH Micro Area",M2,2,G3110,1039590222,1339586,+40.5613090,-084.2240177,1041.5197814881178,0.1
356,47580,47580,310M700US47580,"Warner Robins, GA","Warner Robins, GA Metro Area",M1,1,G3110,1363470130,12387462,+32.4928056,-083.7110844,1378.0012461297413,0.1
,47620,47620,310M700US47620,"Warren, PA","Warren, PA Micro Area",M2,2,G3110,2290280115,37368144,+41.8342984,-079.2981823,2349.4749226593503,0.1
312,47660,47660,310M700US47660,"Warrensburg, MO","Warrensburg, MO Micro Area",M2,2,G3110,2147779483,10177071,+38.7415280,-093.8118634,2174.9019239728486,0.1
515,47700,47700,310M700US47700,"Warsaw, IN","Warsaw, IN Micro Area",M2,2,G3110,1376439341,59432000,+41.2442928,-085.8615754,1435.0480965133715,0.1
,47780,47780,310M700US47780,"Washington, IN","Washington, IN Micro Area",M2,2,G3110,1112436829,19061974,+38.6960898,-087.0769430,1130.596718812809,0.1
274,47820,47820,310M700US47820,"Washington, NC","Washington, NC Micro Area",M2,2,G3110,2156776424,336988229,+35.4823128,-076.8420144,2544.453439549283,0.1
548,47900,47900,310M700US47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",M1,1,G3110,15627225328,784720967,+38.8297866,-077.4956841,16676.196972492224,0.1
198,47920,47920,310M700US47920,"Washington Court House, OH","Washington Court House, OH Micro Area",M2,2,G3110,1052469885,1694038,+39.5552462,-083.4618927,1055.7301384857121,0.1
405,47930,47930,310M700US47930,"Waterbury-Shelton, CT","Waterbury-Shelton, CT Metro Area",M1,1,G3110,1069106360,22747873,+41.5189311,-073.0879059,1127.6629526961403,0.1
,47940,47940,310M700US47940,"Waterloo-Cedar Falls, IA","Waterloo-Cedar Falls, IA Metro Area",M1,1,G3110,3893032413,28143767,+42.5367962,-092.4716080,3937.5982228966104,0.1
,47980,47980,310M700US47980,"Watertown, SD","Watertown, SD Micro Area",M2,2,G3110,1780837002,76608853,+44.9662852,-097.1988375,1885.5884173622505,0.1
376,48020,48020,310M700US48020,"Watertown-Fort Atkinson, WI","Watertown-Fort Atkinson, WI Micro Area",M2,2,G3110,1441308987,67985150,+43.0138045,-088.7739847,1508.8688916686212,0.1
,48060,48060,310M700US48060,"Watertown-Fort Drum, NY","Watertown-Fort Drum, NY Metro Area",M1,1,G3110,3283924240,1524538853,+43.9963890,-076.0529678,4896.361064797493,0.1
554,48140,48140,310M700US48140,"Wausau, WI","Wausau, WI Metro Area",M1,1,G3110,4002148704,80538130,+44.8980363,-089.7578230,4084.246824170995,0.1
,48180,48180,310M700US48180,"Waycross, GA","Waycross, GA Micro Area",M2,2,G3110,3210821855,29815220,+31.1331137,-082.3686504,3253.6996081201255,0.1
120,48200,48200,310M700US48200,"Waynesville, NC","Waynesville, NC Micro Area",M2,2,G3110,1433713850,2438478,+35.5588823,-082.9813074,1439.706719096911,0.1
555,48220,48220,310M700US48220,"Weatherford, OK","Weatherford, OK Micro Area",M2,2,G3110,5158914522,48905635,+35.4494628,-098.9912951,5357.936200329401,0.1
430,48260,48260,310M700US48260,"Weirton-Steubenville, WV-OH","Weirton-Steubenville, WV-OH Metro Area",M1,1,G3110,1502011863,29944993,+40.3889142,-080.7019657,1541.531020473862,0.1
250,22520,22520,310M700US22520,"Florence-Muscle Shoals, AL","Florence-Muscle Shoals, AL Metro Area",M1,1,G3110,3265898133,212759562,+34.7992544,-087.7193881,3476.29499868309,0.1
,22540,22540,310M700US22540,"Fond du Lac, WI","Fond du Lac, WI Metro Area",M1,1,G3110,1863667254,119853822,+43.7547219,-088.4932840,1982.6491390993558,0.1
,22580,22580,310M700US22580,"Forest City, NC","Forest City, NC Micro Area",M2,2,G3110,1464475268,4693780,+35.4027469,-081.9195825,1475.722415350131,0.1
368,22620,22620,310M700US22620,"Forrest City, AR","Forrest City, AR Micro Area",M2,2,G3110,1644082975,20017606,+35.0228383,-090.7515058,1667.5834478624126,0.1
,22660,22660,310M700US22660,"Fort Collins-Loveland, CO","Fort Collins-Loveland, CO Metro Area",M1,1,G3110,6722949995,99048648,+40.6580933,-105.4867638,7235.5513612086925,0.1
,22700,22700,310M700US22700,"Fort Dodge, IA","Fort Dodge, IA Micro Area",M2,2,G3110,1853665901,7269394,+42.4335786,-094.1758309,1875.4805941644483,0.1
,22780,22780,310M700US22780,"Fort Leonard Wood, MO","Fort Leonard Wood, MO Micro Area",M2,2,G3110,1417014585,11312724,+37.8248346,-092.2070224,1434.592855892439,0.1
161,22800,22800,310M700US22800,"Fort Madison, IA","Fort Madison, IA Micro Area",M2,2,G3110,1340448555,55266763,+40.6475875,-091.4771574,1399.5373254572116,0.1
,22820,22820,310M700US22820,"Fort Morgan, CO","Fort Morgan, CO Micro Area",M2,2,G3110,3316441487,34663098,+40.2631590,-103.8122102,3520.5258829609866,0.1
290,22840,22840,310M700US22840,"Fort Payne, AL","Fort Payne, AL Micro Area",M2,2,G3110,2012620263,4107136,+34.4609148,-085.8040207,2015.7238878177013,0.1
,22900,22900,310M700US22900,"Fort Smith, AR-OK","Fort Smith, AR-OK Metro Area",M1,1,G3110,4662055168,166497077,+35.4290883,-094.4483490,4879.436075532815,0.1
258,23060,23060,310M700US23060,"Fort Wayne, IN","Fort Wayne, IN Metro Area",M1,1,G3110,3524597849,19019003,+41.0069993,-085.2164239,3542.773222650834,0.1
320,23140,23140,310M700US23140,"Frankfort, IN","Frankfort, IN Micro Area",M2,2,G3110,1049119187,461117,+40.3059440,-086.4775665,1048.7952696450052,0.1
336,23180,23180,310M700US23180,"Frankfort, KY","Frankfort, KY Micro Area",M2,2,G3110,1062333483,15859621,+38.1214495,-084.9331670,1078.2042163313301,0.1
150,23190,23190,310M700US23190,"Franklin, KY","Franklin, KY Micro Area",M2,2,G3110,606511229,5930957,+36.7409289,-086.5817871,611.9743874370088,0.1
484,23240,23240,310M700US23240,"Fredericksburg, TX","Fredericksburg, TX Micro Area",M2,2,G3110,2740733391,8998524,+30.3250929,-098.9418498,2838.642547757505,0.1
466,23300,23300,310M700US23300,"Freeport, IL","Freeport, IL Micro Area",M2,2,G3110,1461392051,1350223,+42.3497262,-089.6659942,1463.3084809651477,0.1
420,23340,23340,310M700US23340,"Fremont, NE","Fremont, NE Micro Area",M2,2,G3110,1369700570,36668440,+41.5770082,-096.6458524,1427.8004985537484,0.1
184,23380,23380,310M700US23380,"Fremont, OH","Fremont, OH Micro Area",M2,2,G3110,1057350441,24514231,+41.3553193,-083.1427763,1083.7765826996447,0.1
260,23420,23420,310M700US23420,"Fresno, CA","Fresno, CA Metro Area",M1,1,G3110,20966706477,178903286,+36.8794036,-119.6684884,25997.477207394903,0.1
,23460,23460,310M700US23460,"Gadsden, AL","Gadsden, AL Metro Area",M1,1,G3110,1386015447,34924289,+34.0476407,-086.0342629,1420.0875169573264,0.1
273,23500,23500,310M700US23500,"Gaffney, SC","Gaffney, SC Micro Area",M2,2,G3110,1017762613,11810936,+35.0497962,-081.6076469,1034.8764581664943,0.1
264,23540,23540,310M700US23540,"Gainesville, FL","Gainesville, FL Metro Area",M1,1,G3110,6069885192,1479940842,+29.4533549,-082.6662573,7576.843783630941,0.1
122,23580,23580,310M700US23580,"Gainesville, GA","Gainesville, GA Metro Area",M1,1,G3110,1016489905,93647786,+34.3175689,-083.8184997,1111.5964307140162,0.1
206,23620,23620,310M700US23620,"Gainesville, TX","Gainesville, TX Micro Area",M2,2,G3110,2265789888,61319327,+33.6391964,-097.2103433,2377.297676293279,0.1
,23660,23660,310M700US23660,"Galesburg, IL","Galesburg, IL Micro Area",M2,2,G3110,1855351748,8914499,+40.9309446,-090.2137921,1866.1401681675777,0.1
,23680,23680,310M700US23680,"Gallipolis, OH","Gallipolis, OH Micro Area",M2,2,G3110,1208305869,12087309,+38.8170456,-082.3017463,1224.3932408174107,0.1
,23700,23700,310M700US23700,"Gallup, NM","Gallup, NM Micro Area",M2,2,G3110,14118189295,12689169,+35.5840616,-108.2532938,15471.828693143461,0.1
,23780,23780,310M700US23780,"Garden City, KS","Garden City, KS Micro Area",M2,2,G3110,3372157850,1716371,+38.0498075,-100.7399674,3493.9075990675356,0.1
456,23820,23820,310M700US23820,"Gardnerville Ranchos, NV-CA","Gardnerville Ranchos, NV-CA Micro Area",M2,2,G3110,3752575632,84739514,+38.7346898,-119.7142585,4665.720615001515,0.1
276,23900,23900,310M700US23900,"Gettysburg, PA","Gettysburg, PA Metro Area",M1,1,G3110,1343104820,8147590,+39.8694372,-077.2177502,1373.6227094162525,0.1
,23940,23940,310M700US23940,"Gillette, WY","Gillette, WY Micro Area",M2,2,G3110,12437291871,11010428,+44.1919991,-105.5170141,13122.01374030525,0.1
150,23980,23980,310M700US23980,"Glasgow, KY","Glasgow, KY Micro Area",M2,2,G3110,2012463211,36708427,+36.9675705,-085.8154965,2048.1000307383265,0.1
104,24020,24020,310M700US24020,"Glens Falls, NY","Glens Falls, NY Metro Area",M1,1,G3110,4398866595,204963258,+43.4404503,-073.6367573,4733.738420112276,0.1
104,24100,24100,310M700US24100,"Gloversville, NY","Gloversville, NY Micro Area",M2,2,G3110,1283234687,96916403,+43.1156093,-074.4236782,1414.9345270419717,0.1
,24140,24140,310M700US24140,"Goldsboro, NC","Goldsboro, NC Metro Area",M1,1,G3110,1434651140,9842326,+35.3541896,-078.0086695,1467.305060991941,0.1
206,24180,24180,310M700US24180,"Granbury, TX","Granbury, TX Micro Area",M2,2,G3110,1089711889,41748777,+32.4301490,-097.8316766,1159.8816274688036,0.1
,24220,24220,310M700US24220,"Grand Forks, ND-MN","Grand Forks, ND-MN Metro Area",M1,1,G3110,8824646609,77682999,+47.8359290,-096.8426809,9014.708798868483,0.1
,24260,24260,310M700US24260,"Grand Island, NE","Grand Island, NE Metro Area",M1,1,G3110,4153287467,54189876,+41.0839258,-098.3742176,4299.377439697212,0.1
,24300,24300,310M700US24300,"Grand Junction, CO","Grand Junction, CO Metro Area",M1,1,G3110,8621348062,31991711,+39.0195240,-108.4605707,9410.36795231671,0.1
228,24330,24330,310M700US24330,"Grand Rapids, MN","Grand Rapids, MN Micro Area",M2,2,G3110,6908835292,674103102,+47.4908166,-093.6111022,7623.531571763403,0.1
266,24340,24340,310M700US24340,"Grand Rapids-Wyoming-Kentwood, MI","Grand Rapids-Wyoming-Kentwood, MI Metro Area",M1,1,G3110,8397268855,2949956521,+42.9798406,-085.7156140,11341.935330694481,0.1
366,24420,24420,310M700US24420,"Grants Pass, OR","Grants Pass, OR Metro Area",M1,1,G3110,4244080749,5631773,+42.3869829,-123.5716197,5269.001720289197,0.1
,24460,24460,310M700US24460,"Great Bend, KS","Great Bend, KS Micro Area",M2,2,G3110,2318705430,13926862,+38.4812394,-098.7678374,2391.8750088047855,0.1
,24500,24500,310M700US24500,"Great Falls, MT","Great Falls, MT Metro Area",M1,1,G3110,6988320233,34314468,+47.3165751,-111.3502622,7613.5453460196495,0.1
216,24540,24540,310M700US24540,"Greeley, CO","Greeley, CO Metro Area",M1,1,G3110,10320992775,82329831,+40.5559610,-104.3836660,10962.91831931804,0.1
267,24580,24580,310M700US24580,"Green Bay, WI","Green Bay, WI Metro Area",M1,1,G3110,4843336993,2535196269,+44.4740244,-087.9961303,7373.65374551212,0.1
294,24600,24600,310M700US24600,"Greencastle, IN","Greencastle, IN Micro Area",M2,2,G3110,1244583014,5588762,+39.6655479,-086.8533729,1249.1794368018068,0.1
304,24620,24620,310M700US24620,"Greeneville, TN","Greeneville, TN Micro Area",M2,2,G3110,1611409726,5099752,+36.1794867,-082.8475235,1620.7880853868892,0.1
521,24640,24640,310M700US24640,"Greenfield, MA","Greenfield, MA Micro Area",M2,2,G3110,1810943461,65594687,+42.5845038,-072.5917921,1940.4085605534801,0.1
268,24660,24660,310M700US24660,"Greensboro-High Point, NC","Greensboro-High Point, NC Metro Area",M1,1,G3110,5164346538,68411255,+36.0252039,-079.7926333,5283.240503590342,0.1
294,24700,24700,310M700US24700,"Greensburg, IN","Greensburg, IN Micro Area",M2,2,G3110,964946131,1955432,+39.3059799,-085.4998310,966.527646999717,0.1
,24740,24740,310M700US24740,"Greenville, MS","Greenville, MS Micro Area",M2,2,G3110,1875530531,93804060,+33.2731740,-090.9444459,1974.3348795448135,0.1
274,24780,24780,310M700US24780,"Greenville, NC","Greenville, NC Metro Area",M1,1,G3110,1689620170,8247778,+35.5924897,-077.3727387,1728.613217123374,0.1
212,24820,24820,310M700US24820,"Greenville, OH","Greenville, OH Micro Area",M2,2,G3110,1549077539,4244898,+40.1314669,-084.6211906,1553.6565101635438,0.1
,48300,48300,310M700US48300,"Wenatchee-East Wenatchee, WA","Wenatchee-East Wenatchee, WA Metro Area",M1,1,G3110,12277634917,266210540,+47.7661102,-120.2701973,14505.8254773435,0.1
,48460,48460,310M700US48460,"West Plains, MO","West Plains, MO Micro Area",M2,2,G3110,2401376472,2920041,+36.7743685,-091.8873677,2413.6668821603716,0.1
,48540,48540,310M700US48540,"Wheeling, WV-OH","Wheeling, WV-OH Metro Area",M1,1,G3110,2443363444,49379764,+39.9776866,-080.8548262,2507.7867348803015,0.1
376,48580,48580,310M700US48580,"Whitewater-Elkhorn, WI","Whitewater-Elkhorn, WI Micro Area",M2,2,G3110,1438565987,54811398,+42.6681095,-088.5417306,1492.7740571968864,0.1
556,48620,48620,310M700US48620,"Wichita, KS","Wichita, KS Metro Area",M1,1,G3110,10743634885,85947050,+37.6378960,-097.2462875,11041.183124865142,0.1
,48660,48660,310M700US48660,"Wichita Falls, TX","Wichita Falls, TX Metro Area",M1,1,G3110,6784840121,143918608,+33.7761441,-098.5019073,7119.458926030078,0.1
422,48680,48680,310M700US48680,"Wildwood-The Villages, FL","Wildwood-The Villages, FL Metro Area",M1,1,G3110,1442996383,58752797,+28.7133259,-082.0695216,1509.1317174659055,0.1
558,48700,48700,310M700US48700,"Williamsport, PA","Williamsport, PA Metro Area",M1,1,G3110,3182887151,38917209,+41.3438824,-077.0552624,3274.41697470794,0.1
,48780,48780,310M700US48780,"Williston, ND","Williston, ND Micro Area",M2,2,G3110,5380959356,181836635,+48.3557649,-103.5013332,5763.925245809446,0.1
,48820,48820,310M700US48820,"Willmar, MN","Willmar, MN Micro Area",M2,2,G3110,2065173481,168373784,+45.1527137,-095.0049812,2253.5737448689442,0.1
,48900,48900,310M700US48900,"Wilmington, NC","Wilmington, NC Metro Area",M1,1,G3110,4956184864,1033338778,+34.2536905,-078.0416743,6086.13548693477,0.1
178,48940,48940,310M700US48940,"Wilmington, OH","Wilmington, OH Micro Area",M2,2,G3110,1058609497,9329331,+39.4166813,-083.8045826,1069.0728287261668,0.1
468,48980,48980,310M700US48980,"Wilson, NC","Wilson, NC Micro Area",M2,2,G3110,952012884,14332533,+35.7003569,-077.9215978,981.7733511981376,0.1
400,49010,49010,310M700US49010,"Winchester, TN","Winchester, TN Micro Area",M2,2,G3110,1425977401,55050145,+35.1559259,-086.0992032,1480.0962221859902,0.1
548,49020,49020,310M700US49020,"Winchester, VA-WV","Winchester, VA-WV Metro Area",M1,1,G3110,2752457928,16816718,+39.2729744,-078.4718276,2804.173406215895,0.1
,49080,49080,310M700US49080,"Winnemucca, NV","Winnemucca, NV Micro Area",M2,2,G3110,24969535383,44194899,+41.4079136,-118.1275915,29427.786500346483,0.1
462,49100,49100,310M700US49100,"Winona, MN","Winona, MN Micro Area",M2,2,G3110,1621827299,40014767,+43.9813526,-091.7770438,1666.5316956347215,0.1
268,49180,49180,310M700US49180,"Winston-Salem, NC","Winston-Salem, NC Metro Area",M1,1,G3110,5203302512,81506279,+36.0788515,-080.3450642,5327.563540858886,0.1
554,49220,49220,310M700US49220,"Wisconsin Rapids-Marshfield, WI","Wisconsin Rapids-Marshfield, WI Micro Area",M2,2,G3110,2053911643,42041349,+44.4614126,-090.0388252,2097.3037368925943,0.1
,49260,49260,310M700US49260,"Woodward, OK","Woodward, OK Micro Area",M2,2,G3110,3218801189,9693573,+36.4256189,-099.2736609,3323.4574963158634,0.1
184,49300,49300,310M700US49300,"Wooster, OH","Wooster, OH Micro Area",M2,2,G3110,1436897058,5040384,+40.8296612,-081.8871942,1447.393492512409,0.1
148,49340,49340,310M700US49340,"Worcester, MA","Worcester, MA Metro Area",M1,1,G3110,3912636723,177350055,+42.3116934,-071.9402820,4244.460315341338,0.1
,49380,49380,310M700US49380,"Worthington, MN","Worthington, MN Micro Area",M2,2,G3110,1852143786,19253011,+43.6776863,-095.7631323,1892.9216022448304,0.1
,49420,49420,310M700US49420,"Yakima, WA","Yakima, WA Metro Area",M1,1,G3110,11122734358,41188783,+46.4565581,-120.7401446,13072.876221082975,0.1
,49460,49460,310M700US49460,"Yankton, SD","Yankton, SD Micro Area",M2,2,G3110,1349873612,28676585,+43.0066030,-097.3883614,1401.9418493267672,0.1
276,49620,49620,310M700US49620,"York-Hanover, PA","York-Hanover, PA Metro Area",M1,1,G3110,2342261954,16503410,+39.9217514,-076.7288887,2402.0127769322553,0.1
566,49660,49660,310M700US49660,"Youngstown-Warren, OH","Youngstown-Warren, OH Metro Area",M1,1,G3110,2665299885,83239238,+41.1950924,-080.7650804,2764.872142636635,0.1
472,49700,49700,310M700US49700,"Yuba City, CA","Yuba City, CA Metro Area",M1,1,G3110,3197863363,45895634,+39.1609692,-121.5118327,4019.5080842342,0.1
,49740,49740,310M700US49740,"Yuma, AZ","Yuma, AZ Metro Area",M1,1,G3110,14280726745,13242852,+32.7739424,-113.9109050,16712.764423629193,0.1
198,49780,49780,310M700US49780,"Zanesville, OH","Zanesville, OH Micro Area",M2,2,G3110,1721165824,20823924,+39.9660457,-081.9435064,1748.6108168815447,0.1
,49820,49820,310M700US49820,"Zapata, TX","Zapata, TX Micro Area",M2,2,G3110,2585876042,154371160,+26.9969806,-099.1826027,2838.7229153945946,0.1
273,24860,24860,310M700US24860,"Greenville-Anderson-Greer, SC","Greenville-Anderson-Greer, SC Metro Area",M1,1,G3110,7017827596,200541663,+34.6837085,-082.4134227,7244.202184447169,0.1
,24900,24900,310M700US24900,"Greenwood, MS","Greenwood, MS Micro Area",M2,2,G3110,3166162829,47918753,+33.4913047,-090.1136329,3218.1451233475555,0.1
273,24940,24940,310M700US24940,"Greenwood, SC","Greenwood, SC Micro Area",M2,2,G3110,2452202349,74471958,+34.1907550,-082.2966767,2536.377133047812,0.1
,24980,24980,310M700US24980,"Grenada, MS","Grenada, MS Micro Area",M2,2,G3110,2147365935,73011722,+33.6379833,-089.7145833,2222.082758753567,0.1
490,25020,25020,310M700US25020,"Guayama, PR","Guayama, PR Metro Area",M1,1,G3110,328024208,235731167,+17.9791547,-066.0694732,637.3218963365239,0.1
,25060,25060,310M700US25060,"Gulfport-Biloxi, MS","Gulfport-Biloxi, MS Metro Area",M1,1,G3110,5739183638,2105719459,+30.4801526,-088.9992972,7845.963965050348,0.1
,25100,25100,310M700US25100,"Guymon, OK","Guymon, OK Micro Area",M2,2,G3110,5286923168,19169341,+36.7463169,-101.4838549,5524.9558605946995,0.1
548,25180,25180,310M700US25180,"Hagerstown-Martinsburg, MD-WV","Hagerstown-Martinsburg, MD-WV Metro Area",M1,1,G3110,2610721635,27279793,+39.5544327,-077.9845935,2675.1529480707295,0.1
,25200,25200,310M700US25200,"Hailey, ID","Hailey, ID Micro Area",M2,2,G3110,12725480825,67793449,+43.3254856,-114.1973396,14377.390456146368,0.1
132,25220,25220,310M700US25220,"Hammond, LA","Hammond, LA Metro Area",M1,1,G3110,2049146775,136668419,+30.6213483,-090.4064899,2189.821231458594,0.1
260,25260,25260,310M700US25260,"Hanford-Corcoran, CA","Hanford-Corcoran, CA Metro Area",M1,1,G3110,3602601926,3164290,+36.0724780,-119.8155301,4461.805683608123,0.1
448,25300,25300,310M700US25300,"Hannibal, MO","Hannibal, MO Micro Area",M2,2,G3110,2348405629,55455252,+39.6640551,-091.5792905,2411.053585779582,0.1
276,25420,25420,310M700US25420,"Harrisburg-Carlisle, PA","Harrisburg-Carlisle, PA Metro Area",M1,1,G3110,4200447176,109304806,+40.3359150,-077.0504897,4381.905629458131,0.1
,25460,25460,310M700US25460,"Harrison, AR","Harrison, AR Micro Area",M2,2,G3110,3653951640,37733895,+36.0878092,-093.1620533,3716.8687617830647,0.1
277,25500,25500,310M700US25500,"Harrisonburg, VA","Harrisonburg, VA Metro Area",M1,1,G3110,2245860509,10770300,+38.5076118,-078.8853291,2282.8685461116556,0.1
405,25540,25540,310M700US25540,"Hartford-West Hartford-East Hartford, CT","Hartford-West Hartford-East Hartford, CT Metro Area",M1,1,G3110,3759294316,289857767,+41.6880385,-072.5451122,4192.123142171642,0.1
,25580,25580,310M700US25580,"Hastings, NE","Hastings, NE Micro Area",M2,2,G3110,4430077587,6085859,+40.4045694,-098.3490618,4534.900641261762,0.1
279,25620,25620,310M700US25620,"Hattiesburg, MS","Hattiesburg, MS Metro Area",M1,1,G3110,4169604971,27306026,+31.1884408,-089.2327410,4198.273833061759,0.1
,25700,25700,310M700US25700,"Hays, KS","Hays, KS Micro Area",M2,2,G3110,2330818743,1140645,+38.9145967,-099.3173133,2396.3874645782053,0.1
482,25720,25720,310M700US25720,"Heber, UT","Heber, UT Micro Area",M2,2,G3110,7893314476,105138413,+40.6992187,-111.0204245,8839.205798495632,0.1
,25740,25740,310M700US25740,"Helena, MT","Helena, MT Metro Area",M1,1,G3110,16336963597,226239708,+46.7156708,-112.1351999,18088.14320066697,0.1
408,25770,25770,310M700US25770,"Hemlock Farms, PA","Hemlock Farms, PA Micro Area",M2,2,G3110,1411273944,56779544,+41.3259485,-075.0315143,1503.4586116560781,0.1
241,25775,25775,310M700US25775,"Henderson, KY","Henderson, KY Micro Area",M2,2,G3110,1990113442,85005716,+37.6771389,-087.6262416,2073.6211249600906,0.1
450,25780,25780,310M700US25780,"Henderson, NC","Henderson, NC Micro Area",M2,2,G3110,653701482,42190675,+36.3654806,-078.4054343,705.5920020319842,0.1
,25820,25820,310M700US25820,"Hereford, TX","Hereford, TX Micro Area",M2,2,G3110,3876750569,3926557,+34.9407663,-102.6075637,4076.588476607961,0.1
,25840,25840,310M700US25840,"Hermiston-Pendleton, OR","Hermiston-Pendleton, OR Micro Area",M2,2,G3110,13587023257,85991359,+45.5446021,-119.0761905,15862.1924911953,0.1
430,25850,25850,310M700US25850,"Hermitage, PA","Hermitage, PA Micro Area",M2,2,G3110,1741866411,25964036,+41.3000142,-080.2527863,1780.3246571014652,0.1
172,25860,25860,310M700US25860,"Hickory-Lenoir-Morganton, NC","Hickory-Lenoir-Morganton, NC Metro Area",M1,1,G3110,4246244737,75159180,+35.8142954,-081.4565843,4344.808080357865,0.1
,25880,25880,310M700US25880,"Hillsdale, MI","Hillsdale, MI Micro Area",M2,2,G3110,1549207172,22939100,+41.9274606,-084.6374794,1572.436497310958,0.1
,25900,25900,310M700US25900,"Hilo-Kailua, HI","Hilo-Kailua, HI Micro Area",M2,2,G3110,10433586954,2739520971,+19.5977643,-155.5024434,57021.12828080691,0.1
,25940,25940,310M700US25940,"Hilton Head Island-Bluffton-Port Royal, SC","Hilton Head Island-Bluffton-Port Royal, SC Metro Area",M1,1,G3110,3188679919,1020208991,+32.3867916,-080.8308775,4240.613336818017,0.1
496,25980,25980,310M700US25980,"Hinesville, GA","Hinesville, GA Metro Area",M1,1,G3110,2374660673,231746815,+31.7787881,-081.5764801,2621.3814625639934,0.1
,26020,26020,310M700US26020,"Hobbs, NM","Hobbs, NM Micro Area",M2,2,G3110,11374066521,8147103,+32.7956865,-103.4132707,12056.512121301252,0.1
266,26090,26090,310M700US26090,"Holland, MI","Holland, MI Micro Area",M2,2,G3110,2137395687,2610802937,+42.4212512,-086.2614034,4744.941354163647,0.1
,26140,26140,310M700US26140,"Homosassa Springs, FL","Homosassa Springs, FL Metro Area",M1,1,G3110,1507201245,981107661,+28.8502922,-082.5955524,2497.712621862133,0.1
,26220,26220,310M700US26220,"Hood River, OR","Hood River, OR Micro Area",M2,2,G3110,1352477354,29044350,+45.5117753,-121.6559762,1641.4638459802736,0.1
284,26300,26300,310M700US26300,"Hot Springs, AR","Hot Springs, AR Metro Area",M1,1,G3110,1755013632,147452175,+34.5788522,-093.1469323,1915.9301213173455,0.1
,26340,26340,310M700US26340,"Houghton, MI","Houghton, MI Micro Area",M2,2,G3110,4012447111,15329022675,+47.3672969,-088.3513318,19331.70688070137,0.1
,26380,26380,310M700US26380,"Houma-Bayou Cane-Thibodaux, LA","Houma-Bayou Cane-Thibodaux, LA Metro Area",M1,1,G3110,5950967002,3245232828,+29.3341299,-090.8436739,9217.667556326347,0.1
288,26420,26420,310M700US26420,"Houston-Pasadena-The Woodlands, TX","Houston-Pasadena-The Woodlands, TX Metro Area",M1,1,G3110,22892019759,3193683055,+29.8010046,-095.3426200,26488.223132208106,0.1
104,26460,26460,310M700US26460,"Hudson, NY","Hudson, NY Micro Area",M2,2,G3110,1643770715,35071400,+42.2476964,-073.6267175,1728.3011125182504,0.1
107,26500,26500,310M700US26500,"Huntingdon, PA","Huntingdon, PA Micro Area",M2,2,G3110,2265182334,37851956,+40.4223108,-077.9685953,2334.5799504339857,0.1
258,26540,26540,310M700US26540,"Huntington, IN","Huntington, IN Micro Area",M2,2,G3110,991031149,13127296,+40.8263938,-085.4785975,1003.7582423877947,0.1
170,26580,26580,310M700US26580,"Huntington-Ashland, WV-KY-OH","Huntington-Ashland, WV-KY-OH Metro Area",M1,1,G3110,7551151211,105983117,+38.3574874,-082.5799944,7679.498695688774,0.1
290,26620,26620,310M700US26620,"Huntsville, AL","Huntsville, AL Metro Area",M1,1,G3110,3535361642,142168480,+34.7832617,-086.7348706,3674.689245037823,0.1
288,26660,26660,310M700US26660,"Huntsville, TX","Huntsville, TX Micro Area",M2,2,G3110,2031130616,44741470,+30.7431631,-095.5698246,2109.0070745629173,0.1
,26700,26700,310M700US26700,"Huron, SD","Huron, SD Micro Area",M2,2,G3110,3260011479,15834717,+44.4182649,-098.2794224,3338.626236346917,0.1
,26740,26740,310M700US26740,"Hutchinson, KS","Hutchinson, KS Micro Area",M2,2,G3110,3251231986,43517492,+37.9481849,-098.0783463,3369.9297046195466,0.1
378,26780,26780,310M700US26780,"Hutchinson, MN","Hutchinson, MN Micro Area",M2,2,G3110,1273004666,36432583,+44.8216571,-094.2723231,1319.0634913125082,0.1
292,26820,26820,310M700US26820,"Idaho Falls, ID","Idaho Falls, ID Metro Area",M1,1,G3110,13457908433,125339149,+43.6204231,-112.4209193,15029.277140578044,0.1
430,26860,26860,310M700US26860,"Indiana, PA","Indiana, PA Micro Area",M2,2,G3110,2142939381,18085569,+40.6514319,-079.0875451,2183.2074889293845,0.1
294,26900,26900,310M700US26900,"Indianapolis-Carmel-Greenwood, IN","Indianapolis-Carmel-Greenwood, IN Metro Area",M1,1,G3110,10582557680,84512030,+39.7905331,-086.1242596,10660.189720712648,0.1
168,26980,26980,310M700US26980,"Iowa City, IA","Iowa City, IA Metro Area",M1,1,G3110,3060914323,31409883,+41.5178058,-091.6479303,3101.3371871033764,0.1
361,27020,27020,310M700US27020,"Iron Mountain, MI-WI","Iron Mountain, MI-WI Micro Area",M2,2,G3110,3234828507,64610734,+45.9477052,-088.0809696,3297.408978642719,0.1
296,27060,27060,310M700US27060,"Ithaca, NY","Ithaca, NY Metro Area",M1,1,G3110,1229321859,43780760,+42.4530063,-076.4734835,1295.7137960483685,0.1
